lfhf,pnn50,sloc,ted,elapsed-seconds,label
2.65,0.19,22,2,70,1
2.67,0.19,22,2,71,1
2.69,0.19,22,2,72,1
2.72,0.19,22,2,73,1
2.75,0.19,22,2,74,1
2.81,0.2,22,2,75,1
2.84,0.2,22,2,76,1
2.88,0.2,22,2,77,1
2.9,0.21,22,2,78,1
2.98,0.21,22,2,79,1
3.02,0.21,22,2,80,1
3.07,0.22,22,2,82,1
3.18,0.22,22,2,83,1
3.22,0.23,22,2,84,1
3.26,0.23,22,2,85,1
3.32,0.23,22,2,87,1
3.45,0.23,22,2,88,1
3.49,0.24,22,2,89,1
3.53,0.24,22,2,90,1
3.55,0.25,22,2,91,1
3.62,0.24,22,2,92,1
3.66,0.25,22,2,93,1
3.69,0.26,22,2,94,1
3.77,0.27,22,2,95,1
3.81,0.27,22,2,96,1
3.85,0.26,22,2,97,1
3.89,0.26,22,2,98,1
3.92,0.27,22,2,99,1
3.99,0.26,22,2,100,1
4.04,0.26,23,2,0,1
4.07,0.26,23,2,1,1
4.1,0.26,23,2,2,1
4.15,0.25,23,2,3,1
4.19,0.25,23,2,4,1
4.22,0.26,23,2,5,1
4.24,0.26,23,2,6,1
4.27,0.25,23,2,7,1
4.3,0.26,23,2,8,1
4.32,0.26,23,2,9,1
4.34,0.27,23,2,10,1
4.35,0.27,23,2,11,1
4.38,0.28,23,2,12,1
4.4,0.27,23,2,14,1
4.4,0.29,23,2,15,1
4.4,0.28,23,2,16,1
4.4,0.28,23,2,17,1
4.4,0.28,23,2,18,1
4.38,0.26,23,2,19,1
4.37,0.26,23,2,20,1
4.36,0.26,23,2,21,1
4.35,0.27,23,2,22,1
4.33,0.27,23,2,23,1
4.29,0.28,23,2,24,1
4.28,0.27,23,2,25,1
4.25,0.26,23,2,26,1
4.24,0.27,23,2,27,1
4.21,0.27,23,2,28,1
4.19,0.27,23,2,29,1
4.15,0.28,23,2,30,1
4.13,0.28,23,2,31,1
4.11,0.29,23,2,32,1
4.09,0.29,23,2,33,1
4.07,0.29,23,2,34,1
4.04,0.3,23,2,35,1
4.02,0.3,23,2,36,1
4.01,0.3,23,2,37,1
4.0,0.3,23,2,38,1
3.99,0.3,23,2,39,1
3.97,0.31,23,2,40,1
3.96,0.3,23,2,41,1
3.94,0.31,23,2,43,1
3.94,0.31,23,2,44,1
3.93,0.31,23,2,45,1
3.92,0.31,23,2,46,1
3.91,0.3,23,2,47,1
3.9,0.3,23,2,48,1
3.89,0.3,23,2,49,1
3.88,0.29,23,2,50,1
3.87,0.29,23,2,51,1
3.85,0.29,23,2,52,1
3.84,0.29,23,2,53,1
3.8,0.28,23,2,54,1
3.78,0.28,23,2,55,1
3.76,0.28,23,2,56,1
3.7,0.28,23,2,57,1
3.67,0.27,23,2,58,1
3.63,0.27,23,2,59,1
3.59,0.28,23,2,60,1
3.56,0.27,23,2,61,1
3.43,0.27,23,2,62,1
3.37,0.28,23,2,63,1
3.29,0.27,23,2,64,1
3.23,0.26,23,2,65,1
3.12,0.27,23,2,67,1
3.0,0.26,23,2,68,1
2.86,0.27,23,2,69,1
2.79,0.26,23,2,70,1
2.64,0.26,23,2,71,1
2.57,0.26,23,2,72,1
2.49,0.26,23,2,73,1
2.35,0.24,23,2,74,1
2.28,0.24,23,2,75,1
2.25,0.23,23,2,76,1
2.12,0.24,23,2,77,1
2.05,0.24,23,2,78,1
1.92,0.24,23,2,79,1
1.86,0.25,23,2,80,1
1.8,0.25,23,2,81,1
1.73,0.26,23,2,82,1
1.64,0.26,23,2,83,1
1.6,0.26,23,2,84,1
1.56,0.25,23,2,85,1
1.49,0.25,23,2,86,1
1.49,0.25,23,2,87,1
1.47,0.24,23,2,88,1
1.44,0.23,23,2,89,1
1.43,0.23,23,2,90,1
1.42,0.22,23,2,91,1
1.42,0.22,23,2,92,1
1.42,0.22,23,2,93,1
1.43,0.21,23,2,94,1
1.44,0.2,23,2,95,1
1.46,0.2,23,2,96,1
1.48,0.2,23,2,97,1
1.5,0.2,23,2,98,1
1.54,0.2,23,2,99,1
1.57,0.2,23,2,100,1
1.6,0.19,23,2,101,1
1.65,0.18,23,2,102,1
1.68,0.18,23,2,103,1
1.71,0.18,23,2,104,1
1.78,0.17,23,2,105,1
1.81,0.17,23,2,106,1
1.83,0.17,23,2,107,1
1.9,0.16,23,2,108,1
1.94,0.16,23,2,109,1
2.0,0.16,23,2,110,1
2.03,0.16,23,2,111,1
2.09,0.15,23,2,112,1
2.12,0.15,23,2,113,1
2.2,0.15,23,2,114,1
2.26,0.14,23,2,115,1
2.3,0.14,23,2,116,1
2.37,0.13,23,2,117,1
2.41,0.13,23,2,118,1
2.47,0.12,23,2,119,1
2.51,0.12,23,2,120,1
2.6,0.12,23,2,121,1
2.64,0.12,23,2,122,1
2.68,0.12,23,2,123,1
2.72,0.12,23,2,124,1
2.81,0.12,23,2,125,1
2.85,0.12,23,2,126,1
2.9,0.12,23,2,127,1
2.97,0.12,23,2,128,1
3.01,0.12,23,2,129,1
3.06,0.12,23,2,130,1
3.11,0.12,23,2,131,1
3.2,0.11,23,2,132,1
3.24,0.11,23,2,133,1
3.29,0.11,23,2,134,1
3.39,0.1,23,2,135,1
3.44,0.1,23,2,136,1
3.54,0.1,23,2,138,1
3.6,0.11,23,2,139,1
3.75,0.1,23,2,140,1
3.8,0.1,23,2,141,1
3.82,0.1,23,2,142,1
3.86,0.1,23,2,143,1
3.96,0.09,23,2,144,1
4.01,0.09,23,2,0,1
4.05,0.09,23,2,1,1
4.09,0.09,23,2,2,1
4.16,0.09,23,2,3,1
4.19,0.08,23,2,4,1
4.22,0.08,23,2,5,1
4.24,0.08,23,2,6,1
4.24,0.07,23,2,7,1
4.24,0.06,23,2,8,1
4.23,0.06,23,2,9,1
4.21,0.05,23,2,10,1
4.19,0.05,23,2,11,1
4.14,0.05,23,2,12,1
4.11,0.05,23,2,13,1
4.03,0.05,23,2,14,1
3.99,0.05,23,2,15,1
3.95,0.06,23,2,16,1
3.89,0.07,23,2,17,1
3.83,0.07,23,2,18,1
3.79,0.07,23,2,19,1
3.72,0.07,23,2,20,1
3.68,0.07,23,2,21,1
3.65,0.07,23,2,22,1
3.62,0.07,23,2,23,1
3.57,0.08,23,2,24,1
3.55,0.08,23,2,25,1
3.52,0.08,23,2,27,1
3.49,0.08,23,2,28,1
3.49,0.08,23,2,29,1
3.49,0.08,23,2,30,1
3.49,0.08,23,2,31,1
3.5,0.08,23,2,32,1
3.52,0.08,23,2,33,1
3.53,0.08,23,2,34,1
3.54,0.08,23,2,35,1
3.56,0.08,23,2,36,1
3.6,0.08,23,2,37,1
3.62,0.07,23,2,38,1
3.67,0.07,23,2,39,1
3.71,0.07,23,3,0,1
3.73,0.07,23,3,1,1
3.78,0.07,23,3,2,1
3.85,0.07,23,3,3,1
3.89,0.07,23,3,4,1
3.93,0.07,23,3,5,1
3.97,0.07,23,3,6,1
4.02,0.07,23,3,7,1
4.11,0.07,23,3,8,1
4.15,0.07,23,3,9,1
4.2,0.07,23,3,10,1
4.31,0.07,23,3,11,1
4.36,0.07,23,3,12,1
4.42,0.07,23,3,13,1
4.54,0.07,23,3,0,1
4.63,0.07,23,3,1,1
4.7,0.07,23,3,2,1
4.83,0.07,23,3,3,1
4.9,0.07,23,3,4,1
4.97,0.07,23,3,5,1
5.12,0.07,23,3,6,1
5.21,0.07,23,3,7,1
5.29,0.07,23,3,8,1
5.47,0.07,23,3,9,1
5.57,0.07,23,3,10,1
5.67,0.07,23,3,11,1
5.86,0.07,23,3,12,1
5.96,0.06,23,3,13,1
6.18,0.05,23,3,15,1
6.4,0.04,23,3,16,1
6.61,0.03,23,3,17,1
6.73,0.03,23,3,18,1
6.85,0.03,23,3,19,1
7.0,0.04,23,3,20,1
7.11,0.04,23,3,21,1
7.35,0.04,23,3,22,1
7.47,0.04,23,3,23,1
7.59,0.04,23,3,24,1
7.82,0.04,23,3,25,1
7.94,0.04,23,3,26,1
8.05,0.04,23,3,27,1
8.17,0.04,23,3,28,1
8.46,0.04,23,3,29,1
8.55,0.04,23,3,30,1
8.71,0.04,23,3,31,1
8.78,0.04,23,3,32,1
8.85,0.04,23,3,33,1
8.97,0.04,23,3,34,1
9.08,0.04,23,3,35,1
9.13,0.04,23,3,36,1
9.21,0.03,23,3,37,1
9.24,0.03,23,3,38,1
9.26,0.04,23,3,39,1
9.26,0.05,23,3,40,1
9.25,0.05,23,3,41,1
9.25,0.05,23,2,0,1
9.2,0.05,23,2,1,1
9.16,0.05,23,2,2,1
9.12,0.05,23,2,3,1
9.02,0.04,23,2,4,1
8.95,0.04,23,2,5,1
8.89,0.04,23,2,6,1
8.74,0.04,23,2,7,1
